RADIO,PERSONAS,decil_NSE
820845010,636,4
820845011,1143,3
820845012,1454,5
820845013,1029,4
820845101,1116,5
820845102,923,5
820845103,860,6
820845104,869,5
820845105,839,7
820845106,1165,4
820845107,1219,2
820845108,1097,4
820845109,950,6
820845110,757,6
820845111,959,5
820845112,779,6
820845113,703,5
820845114,856,3
820845201,1713,3
820845202,1108,4
820845203,1196,2
820845204,1322,1
820845205,1379,1
820845206,1453,1
820845207,1664,1
820845208,1506,2
820845209,1081,3
820845210,1129,1
820845211,1608,1
820845212,1106,1
820845213,1170,4
820845214,1516,3
820845301,676,7
820845302,884,6
820845303,1086,5
820845304,1237,1
820845305,683,2
820845306,1124,3
820845307,1175,3
820845308,1439,2
820845309,1262,2
820845310,1172,5
820845311,611,7
820845312,878,7
820845313,522,7
820845314,622,3
820845315,968,5
820845316,906,4
820845317,544,3
820845318,1594,4
820845319,850,2
820845320,658,2
820845321,603,5
820845322,161,4
820845323,1979,2
820845401,377,7
820845402,701,7
820845403,601,8
820845404,889,6
820845405,711,4
820845406,438,1
820845407,652,2
820845408,965,1
820845409,879,5
820845410,525,3
820845411,1079,7
820845412,984,7
820845413,598,6
820845414,1051,7
820845415,1048,7
820845416,811,7
820845417,798,6
820845418,798,6
820845419,477,6
820845501,1135,4
820845502,1206,4
820845503,800,5
820845504,1012,5
820845505,1157,5
820845506,708,4
820845507,1034,4
820845508,1685,1
820845509,868,4
820845510,1381,3
820845511,1041,2
820845512,1214,2
820845513,1650,2
820845514,1391,3
820845515,936,1
820845516,959,1
820845517,888,2
820845518,1187,1
820845519,617,4
820845520,1479,4
820845521,926,2
820845522,1620,1
820845523,794,4
820845601,56,10
820845602,12,10
820845603,67,3
820845701,186,9
820845702,823,8
820845703,944,9
820845704,736,7
820845705,989,8
820845706,348,9
820845707,661,8
820845708,1219,8
820845709,428,8
820845710,1264,7
820845711,1172,10
820845712,775,8
820845713,860,7
820845904,2031,1
820845905,1830,1
820845907,2299,2
820845908,923,4
820845909,1418,2
820845910,2057,4
820845911,1434,4
820845912,1119,6
820845913,731,6
820845914,918,5
820845915,517,5
820845916,510,6
820845917,1843,3
820845918,1398,4
820845920,899,3
820845921,1776,1
820845922,1666,2
820845923,1965,1
820845924,1114,4
820846004,1238,6
820846005,1239,6
820846101,728,3
820846102,751,5
820846103,903,3
820846104,1241,2
820846105,740,5
820846106,827,5
820846107,1500,2
820846108,1488,1
820846109,1776,1
820846110,1328,5
820846111,1317,6
820846112,1272,4
820846113,884,5
820846114,1421,1
820846115,2356,1
820846201,825,2
820846202,626,3
820846203,678,4
820846204,949,3
820846205,1477,1
820846206,1555,1
820846207,1617,2
820846208,1246,3
820846209,1532,1
820846210,1431,1
820846211,1103,1
820846212,1172,2
820846213,1505,4
820846214,752,4
820846215,753,5
820846216,1279,2
820846217,1838,1
820846218,1764,1
820846219,809,5
820846220,858,1
820846221,1068,2
820846301,1619,1
820846302,1596,2
820846303,1571,3
820846304,1051,1
820846305,820,3
820846306,1346,3
820846307,1203,5
820846308,1424,1
820846309,1278,2
820846310,1544,2
820846311,2223,1
820846312,1027,2
820846313,1740,1
820848001,930,7
820848002,926,8
820848003,838,8
820848004,730,9
820848005,719,7
820848006,580,8
820848007,593,7
820848008,1036,9
820848009,859,8
820848010,600,8
820848011,479,7
820848012,441,7
820848013,786,7
820848014,667,8
820848015,626,8
820848016,768,7
820848017,754,8
820848018,627,7
820848019,674,6
820848020,861,8
820848021,629,8
820848022,649,9
820848101,997,6
820848102,664,7
820848103,596,6
820848104,624,7
820848105,644,8
820848106,641,8
820848107,723,7
820848108,649,7
820848109,917,6
820848110,917,5
820848111,565,6
820848112,798,6
820848113,574,7
820848114,583,7
820848115,325,7
820848116,959,6
820848117,730,7
820848118,819,6
820848119,877,3
820848120,791,5
820848121,590,6
820848201,1732,3
820848202,1424,3
820848203,1394,3
820848204,1534,2
820848205,1060,3
820848206,1025,3
820848207,1215,4
820848208,1657,2
820848209,2176,2
820848210,1939,2
820848211,1488,3
820848212,1461,2
820848213,1911,3
820848214,1301,8
820848215,1106,3
820848216,1292,10
820848301,1036,6
820848302,1164,6
820848303,781,6
820848304,1050,4
820848305,868,6
820848306,838,5
820848307,800,7
820848308,1011,4
820848309,551,5
820848310,556,7
820848311,932,5
820848312,697,4
820848313,790,4
820848314,1126,5
820848315,865,5
820848401,1284,2
820848402,1159,4
820848403,1673,6
820848404,1784,5
820848405,802,6
820848406,903,4
820848407,615,4
820848408,1024,5
820848409,1852,4
820848410,1890,4
820848411,1697,8
820848412,2164,6
820848413,1796,1
820848414,1382,1
820848415,898,5
820848416,315,1
820848501,2265,1
820848502,1679,1
820848503,1163,3
820848504,960,1
820848505,747,4
820848506,639,4
820848507,864,4
820848508,801,4
820848509,1042,2
820848510,1502,4
820848511,901,3
820848512,1448,3
820848513,1322,2
820848514,1620,2
820848515,1021,2
820848516,841,2
820848601,929,2
820848602,1374,4
820848603,1096,4
820848604,1023,3
820848605,1340,1
820848606,1665,4
820848607,1958,3
820848608,1072,2
820848609,1314,2
820848610,2471,1
820848611,1263,1
820848701,303,4
820848702,776,5
820848703,787,5
820848704,1034,5
820848705,893,5
820848706,1729,4
820848707,1377,6
820848708,1385,5
820848709,1114,4
820848710,1225,5
820848711,749,1
820848712,806,2
820848713,938,2
820848714,747,4
820848715,663,5
820848801,1478,2
820848802,1241,3
820848803,787,6
820848804,873,5
820848805,1001,4
820848806,1513,1
820848807,1915,1
820848808,1002,5
820848809,846,7
820848810,1005,6
820848811,1398,6
820848812,1420,2
820848813,1230,4
820848814,797,7
820848815,975,3
820848816,1308,4
820848817,1030,2
820848901,811,6
820848902,1568,1
820848903,2050,2
820848904,1280,1
820848905,1411,4
820848906,690,6
820848907,849,5
820848908,593,1
820848909,1585,1
820848910,2096,2
820848911,3259,1
820848912,2766,2
820849002,1949,5
820849003,1608,6
820849004,888,7
820849005,606,7
820849006,321,8
820849007,1837,6
820849008,853,8
820849009,406,5
820849010,993,8
820849011,1165,8
820849012,988,8
820849013,733,7
900840101,834,1
900840102,945,7
900840103,1324,8
900840104,1291,8
900840105,1176,10
900840106,1545,6
900840107,1361,6
900840108,1282,9
900840109,893,2
900840110,998,8
900840111,1056,4
900840112,1282,6
900840113,1462,9
900840114,1166,7
900840115,1153,4
900840116,1048,4
900840117,735,3
900840118,497,8
900840119,594,8
900840120,773,8
900840121,754,8
900840122,714,9
900840123,1574,6
900840124,1298,9
900840125,1097,9
900840126,1466,7
900840201,691,1
900840202,1405,1
900840203,1171,2
900840204,753,6
900840205,1920,5
900840206,1036,6
900840207,730,6
900840208,1465,7
900840209,1052,7
900840210,1053,9
900840211,625,8
900840212,1528,7
900840213,763,7
900840214,898,6
900840215,665,9
900840216,669,8
900840217,807,9
900840218,768,8
900840219,894,8
900840220,683,8
900840221,1675,4
900840222,1387,3
900840223,753,7
900840301,2026,2
900840302,1824,1
900840303,1408,3
900840304,1406,4
900840305,1082,5
900840306,1325,5
900840307,1202,5
900840308,1057,4
900840309,933,4
900840310,1334,5
900840311,744,6
900840312,837,2
900840313,850,9
900840314,573,7
900840315,538,7
900840401,1687,4
900840402,1338,7
900840403,1190,7
900840404,1361,6
900840405,1108,6
900840406,1271,5
900840407,1190,4
900840408,430,1
900840409,1104,1
900840410,1181,2
900840411,755,4
900840412,811,5
900840413,1184,1
900840414,888,1
900840415,2138,1
900840416,1728,1
900840501,1192,6
900840502,800,8
900840503,978,7
900840504,604,8
900840505,691,6
900840506,1304,4
900840507,1043,3
900840508,832,1
900840509,622,6
900840510,728,6
900840511,586,8
900840512,685,7
900840513,810,8
900840601,594,3
900840602,1478,6
900840603,1902,6
900840604,1105,6
900840605,1250,6
900840606,996,2
900840607,967,6
900840608,1204,4
900840609,830,4
900840610,707,6
900840611,675,7
900840612,429,5
900840613,498,8
900840614,463,9
900840701,1336,4
900840702,602,6
900840703,1175,5
900840704,1258,6
900840705,893,8
900840706,1337,7
900840707,1043,7
900840708,1326,8
900840709,1019,7
900840710,678,8
900840711,809,8
900840712,741,9
900840713,608,8
900840714,712,8
900840801,838,4
900840802,779,3
900840803,1425,3
900840804,1073,2
900840805,2064,2
900840806,1076,4
900840807,1016,5
900840808,1304,4
900840809,956,5
900840810,912,7
900840811,1034,7
900840812,1320,3
900840813,1075,5
900840814,2210,1
900840815,967,1
900840816,1215,5
900840817,703,6
900840818,662,4
900840819,1363,2
900840820,1096,2
900840901,672,6
900840902,958,8
900840903,735,7
900840904,725,6
900840905,888,8
900840906,708,5
900840907,830,1
900840908,713,6
900840909,586,6
900840910,677,8
900840911,956,8
900840912,456,9
900840913,324,9
900840914,801,9
900840915,1014,7
900841001,1057,4
900841002,2109,2
900841003,1086,1
900841004,1559,5
900841005,1547,3
900841006,1401,1
900841007,858,1
900841008,1659,2
900841009,1328,2
900841010,1746,6
900841011,1414,7
900841012,863,8
900841013,1124,4
900841014,857,4
900841015,679,3
900841016,775,9
900841017,818,8
900841018,1004,8
900841019,587,9
900841020,1138,8
900841021,324,9
900841022,929,6
900841023,1427,7
900841024,1319,6
900841025,329,1
900841101,641,9
900841102,697,9
900841103,660,9
900841104,523,9
900841105,1219,2
900841106,1509,1
900841107,1408,3
900841108,1376,2
900841109,1482,3
900841110,934,2
900841111,1118,6
900841112,804,8
900841113,890,6
900841201,757,10
900841202,741,10
900841203,735,10
900841204,842,9
900841205,468,10
900841206,480,10
900841207,669,10
900841208,946,10
900841209,778,10
900841210,704,10
900841211,725,10
900841212,813,10
900841213,627,10
900841214,790,10
900841215,404,10
900841216,960,10
900841217,613,10
900841218,476,10
900841219,857,10
900841220,768,10
900841221,684,10
900841222,399,10
900841223,672,10
900841224,220,9
900841225,521,10
900841226,767,10
900841301,622,9
900841302,737,8
900841303,589,9
900841304,590,10
900841305,926,10
900841306,720,10
900841307,370,10
900841308,626,10
900841309,713,10
900841310,573,9
900841311,374,10
900841312,798,10
900841313,208,9
900841314,676,9
900841315,397,10
900841316,478,9
900841317,660,9
900841318,1014,9
900841401,1276,5
900841402,888,7
900841403,603,7
900841404,1326,7
900841405,1129,8
900841406,973,8
900841407,992,9
900841408,745,7
900841409,709,8
900841410,831,8
900841411,1023,7
900841412,1116,7
900841413,972,6
900841414,1037,6
900841501,914,6
900841502,1209,8
900841503,823,6
900841504,1253,8
900841505,1078,7
900841506,1164,8
900841507,639,8
900841508,552,9
900841509,1201,8
900841510,1056,7
900841511,613,9
900841512,548,8
900841513,605,8
900841601,1046,9
900841602,813,9
900841603,1114,9
900841604,1505,10
900841605,1269,7
900841606,714,10
900841607,1365,8
900841608,1120,9
900841609,983,7
900841610,739,10
900841611,1308,8
900841612,780,8
900841613,628,8
900841614,904,9
900841615,1452,9
900841616,934,9
900841617,1226,2
900841618,1370,3
900841619,1017,6
900841620,1170,6
900841621,1018,4
900841622,609,4
900841701,1059,6
900841702,1219,6
900841703,998,7
900841704,1169,8
900841705,937,7
900841706,1082,6
900841707,713,6
900841708,1318,7
900841709,1360,5
900841710,471,5
900841711,882,3
900841712,1067,6
900841801,1262,8
900841802,919,8
900841803,496,9
900841804,413,8
900841805,955,9
900841806,1002,8
900841807,1124,7
900841808,1187,8
900841809,907,9
900841810,771,6
900841811,1080,7
900841812,604,9
900841901,601,10
900841902,774,9
900841903,596,10
900841904,446,9
900841905,573,9
900841906,474,9
900841907,911,9
900841908,556,9
900841909,824,9
900841910,660,9
900841911,794,10
900841912,843,7
900841913,633,9
900841914,558,10
900841915,495,9
900841916,602,10
900841917,358,10
900841918,416,10
900841919,1343,9
900842001,439,10
900842002,479,10
900842003,426,10
900842004,377,10
900842005,439,10
900842006,436,10
900842007,833,10
900842008,566,10
900842009,541,10
900842010,599,10
900842011,405,10
900842012,720,10
900842013,552,9
900842014,415,10
900842015,657,10
900842016,501,10
900842017,488,10
900842018,982,10
900842019,896,9
900842101,581,10
900842102,869,9
900842103,446,10
900842104,562,9
900842105,534,5
900842106,1041,7
900842107,1073,9
900842108,615,9
900842109,793,9
900842110,1087,7
900842111,788,2
900842112,727,8
900842113,1575,5
900842114,2033,2
900842115,1019,3
900842116,586,6
900842117,620,7
900842118,884,3
900842119,1657,2
900842120,564,10
900842121,563,9
900842122,601,8
900842123,6,2
900842201,1775,3
900842202,1644,1
900842203,1038,1
900842204,840,1
900842205,865,1
900842206,1396,1
900842207,2064,3
900842208,1176,1
900842209,1020,5
900842210,1150,5
900842211,1003,5
900842212,891,1
900842213,1396,2
900842214,1677,3
900842215,1917,1
900842216,1398,3
900842217,1848,2
900842218,783,3
900842219,1556,2
900842220,1375,1
900842221,1590,2
900842222,644,1
900842223,972,1
900842301,748,8
900842302,669,7
900842303,544,8
900842304,1164,7
900842305,1111,7
900842306,1502,6
900842307,784,7
900842308,813,5
900842309,1192,5
900842310,1207,5
900842311,1314,6
900842312,948,6
900842313,753,6
900842314,813,4
900842401,1094,6
900842402,1139,5
900842403,1275,6
900842404,1364,6
900842405,856,5
900842406,1165,7
900842407,629,5
900842408,1676,4
900842409,1342,4
900842410,1106,7
900842411,796,4
900842412,1088,5
900842413,898,5
900842414,1079,5
900842415,2068,5
900842416,1921,5
900842417,936,4
900842418,1210,3
900842419,715,1
900842420,971,5
900842501,1892,4
900842502,715,2
900842503,1233,7
900842504,1083,7
900842505,1348,8
900842506,670,4
900842507,1570,4
900842508,1603,3
900842509,885,6
900842510,1079,4
900842511,2104,2
900842512,1598,3
900842513,1420,7
900842514,1306,3
900842515,998,5
900842516,863,5
900842517,1187,2
900842518,1222,3
900842519,1189,5
900842601,1672,3
900842602,1038,2
900842603,871,3
900842604,1376,2
900842605,1395,1
900842606,1048,7
900842607,1116,9
900842608,809,9
900842609,849,6
900842610,1034,3
900842611,1097,5
900842612,1049,3
900842613,773,4
900842614,1473,4
900842615,1520,3
900842616,1506,2
900842701,991,5
900842702,1915,5
900842703,1066,5
900842704,1252,4
900842705,1435,5
900842706,1572,5
900842707,1718,1
900842708,1394,3
900842709,1755,2
900842710,1612,1
900842711,1228,1
900842712,933,2
900842713,840,8
900842714,1517,7
900842801,1700,2
900842802,1259,5
900842803,1886,3
900842804,992,1
900842805,1306,2
900842806,1313,1
900842807,1329,1
900842808,1068,1
900842809,959,1
900842810,1097,5
900842811,1343,5
900842812,1489,1
900842813,1180,3
900842814,843,3
900842815,1446,1
900842816,1255,1
900842817,1226,1
900842818,1029,6
900842819,1074,8
900842820,915,7
900842821,837,7
900842822,1294,6
900842823,1155,3
900842824,1681,5
900842901,1711,2
900842902,1631,5
900842903,1083,7
900842904,1144,2
900842905,1027,3
900842906,1119,1
900842907,1132,2
900842908,1996,2
900842909,1429,4
900842910,1110,1
900842911,1607,1
900842912,890,2
900842913,1496,2
900842914,2473,1
900842915,1359,2
900842916,875,1
900843001,1342,1
900843002,1257,5
900843003,1461,3
900843004,883,6
900843005,971,6
900843006,864,5
900843007,1578,1
900843008,1144,2
900843009,1408,1
900843010,1347,2
900843011,1505,3
900843012,1613,2
900843013,1688,3
900843014,1380,6
900843015,1833,5
900843016,1521,1
900843017,804,4
900843018,2010,3
900843019,448,5
060910101,1606,2
060910102,1735,1
060910103,625,6
060910104,663,8
060910105,727,8
060910106,704,8
060910107,1225,7
060910108,934,8
060910109,1336,6
060910110,978,5
060910201,1216,5
060910202,959,8
060910203,578,9
060910204,802,9
060910205,729,9
060910206,593,9
060910207,651,7
060910208,1040,7
060910209,1387,4
060910301,1018,9
060910302,1448,5
060910303,634,7
060910304,1065,3
060910305,750,5
060910306,1376,4
060910307,1338,6
060910308,792,5
060910309,1142,8
060910310,1062,8
060910311,777,9
060910312,431,9
060910313,481,9
060910401,1672,2
060910402,1395,2
060910403,1642,3
060910404,1837,1
060910405,1507,4
060910406,1676,1
060910407,1576,1
060910408,709,4
060910409,2050,2
060910410,2058,3
060910411,1575,1
060910412,1373,2
060910501,2045,1
060910502,1218,7
060910503,1712,4
060910504,829,8
060910505,1168,7
060910506,806,7
060910507,1036,5
060910508,861,4
060910509,587,5
060910601,1231,5
060910602,950,5
060910603,811,6
060910604,815,6
060910605,729,7
060910606,1171,5
060910607,1470,2
060910608,1873,1
060910609,1592,2
060910610,1500,1
060910611,1226,1
060910701,1256,4
060910702,1069,5
060910703,776,3
060910704,1049,4
060910705,927,5
060910706,1019,6
060910707,1586,5
060910708,1453,1
060910709,1263,2
060910710,1384,5
060910801,781,7
060910802,603,6
060910803,877,2
060910804,1116,5
060910805,816,4
060910806,1004,3
060910807,1491,3
060910808,1622,4
060910809,1382,5
060910810,1162,5
060910901,654,8
060910902,1229,8
060910903,1339,6
060910904,1336,5
060910905,588,8
060910906,1069,6
060910907,1325,7
060910908,664,4
060911001,1017,8
060911002,613,8
060911003,1442,6
060911004,716,8
060911005,1342,6
060911006,1532,3
060911007,1079,3
060911008,939,5
060911009,886,8
060911010,1767,4
060911011,1491,3
060911101,1322,6
060911102,1354,6
060911103,600,7
060911104,590,8
060911105,964,8
060911106,965,7
060911107,1183,6
060911108,1367,5
060911109,1362,5
060911201,1297,6
060911202,1539,4
060911203,1235,5
060911204,1218,5
060911205,1136,5
060911206,1703,4
060911207,983,2
060911208,1746,4
060911301,1381,2
060911302,1225,3
060911303,1181,2
060911304,1450,2
060911305,1623,3
060911306,1286,5
060911307,1056,5
060911308,1232,1
060911309,1570,5
060911310,1435,5
060911311,953,2
060911312,946,4
060911401,2013,1
060911402,1520,1
060911403,1047,4
060911404,1203,4
060911405,1537,2
060911406,1420,1
060911407,1460,5
060911408,1318,3
060911409,930,4
060911410,1867,3
060911411,1587,2
060911412,1035,5
060911413,1086,3
060911501,864,5
060911502,918,4
060911503,963,7
060911504,1339,7
060911505,991,6
060911506,1064,6
060911507,834,4
060911508,1182,2
060911509,712,6
060911510,1024,6
060911511,1513,4
060911512,911,6
060911513,813,5
060911601,1300,5
060911602,1481,6
