id,n,total_ha
10329,1,0.5215220377045799
1033,1,1.5996245654571801
10330,0,0
10331,0,0
10332,0,0
10333,0,0
10334,0,0
10335,0,0
10336,0,0
10337,1,0.5215220377045799
10338,0,0
10339,0,0
1034,0,0
10340,1,0.5215220377045799
10341,1,0.5215220377045799
10342,0,0
10343,0,0
10344,0,0
10345,0,0
10346,0,0
10347,0,0
10348,0,0
10349,2,1.2474781305928715
1035,0,0
10350,1,0.5952871581036597
10351,1,0.5952871581036597
10352,1,1.1512589885766618
10353,0,0
10354,0,0
10355,0,0
10356,0,0
10357,0,0
10358,0,0
10359,1,0.5814566567331553
1036,0,0
10360,3,7.237682095427811
10361,1,0.5814566567331553
10362,2,1.639081146842381
10363,2,1.639081146842381
10364,2,1.639081146842381
10365,1,1.0576244901092258
10366,3,5.6092502851940695
10367,4,6.280594580728561
10368,1,3.0815697442162784
10369,1,1.0576244901092258
1037,0,0
10370,1,0.5519079599969089
10371,2,1.2232522555314005
10372,3,4.750203160556406
10373,0,0
10374,0,0
10375,0,0
10376,0,0
10377,0,0
10378,0,0
10379,0,0
1038,1,1.2296205608814024
10380,0,0
10381,0,0
10382,0,0
10383,1,2.625720931039378
10384,1,0.5814566567331553
10385,1,1.058888544435054
10386,2,1.6403452011682091
10387,1,0.5814566567331553
10388,1,0.5814566567331553
10389,1,0.5814566567331553
1039,1,0.9263564030941692
10390,1,1.058888544435054
10391,2,1.6403452011682091
10392,1,1.0576244901092258
10393,1,1.058888544435054
10394,0,0
10395,1,1.058888544435054
10396,1,1.058888544435054
10397,1,1.058888544435054
10398,1,1.058888544435054
10399,1,1.058888544435054
104,6,16.590577894714137
1040,2,2.1559769639755717
10400,1,1.058888544435054
10401,1,1.0576244901092258
10402,1,1.0576244901092258
10403,0,0
10404,1,1.058888544435054
10405,0,0
10406,1,1.0576244901092258
10407,0,0
10408,1,1.058888544435054
10409,1,1.0576244901092258
1041,1,1.2296205608814024
10410,1,1.0576244901092258
10411,1,1.0576244901092258
10412,1,1.0576244901092258
10413,1,1.0576244901092258
10414,1,1.0576244901092258
10415,1,1.0576244901092258
10416,1,1.0576244901092258
10417,0,0
10418,0,0
10419,0,0
1042,1,1.2296205608814024
10420,0,0
10421,0,0
10422,0,0
10423,0,0
10424,1,0.5519079599969089
10425,1,1.0576244901092258
10426,0,0
10427,1,1.5749327053462154
10428,1,1.5749327053462154
10429,1,3.1585918407823423
1043,1,1.2296205608814024
10430,1,3.1585918407823423
10431,1,3.1585918407823423
10432,0,0
10433,0,0
10434,0,0
10435,0,0
10436,1,0.5952871581036597
10437,0,0
10438,0,0
10439,0,0
1044,1,0.9263564030941692
10440,0,0
10441,2,2.547871561681386
10444,1,1.015394265072234
10447,0,0
10448,0,0
10449,0,0
1045,1,1.2296205608814024
10450,0,0
10451,1,7.980538907473141
10452,0,0
10453,0,0
10454,0,0
10455,0,0
10456,0,0
10457,0,0
10458,0,0
10459,2,8.652469426466876
1046,1,1.1218084591346384
10460,1,0.6719305189937353
10461,1,0.6719305189937353
10462,0,0
10463,2,4.938535281776264
10464,2,4.156112351211533
10465,3,6.468926701948419
10466,3,7.237682095427811
10467,5,10.547785566970333
10468,0,0
10469,3,5.6092502851940695
1047,1,1.1218084591346384
10470,3,4.750203160556406
10471,1,0.997289120805636
10472,2,4.078858865021914
10473,2,4.078858865021914
10474,2,4.078858865021914
10475,3,4.750203160556406
10476,3,4.750203160556406
10477,2,4.078858865021914
10478,1,3.0815697442162784
10479,0,0
1048,1,1.1218084591346384
10480,0,0
10481,0,0
10482,0,0
10483,0,0
10484,0,0
10485,0,0
10486,1,3.1585918407823423
10487,1,3.1585918407823423
10488,1,3.1585918407823423
10489,1,3.1585918407823423
1049,1,1.1218084591346384
10490,1,3.1585918407823423
10491,1,3.1585918407823423
10492,0,0
10493,0,0
10494,0,0
10495,0,0
10496,0,0
10497,0,0
10498,0,0
10499,0,0
105,9,17.55215542087971
1050,1,1.1218084591346384
10500,0,0
10501,1,2.312814350736886
10502,1,2.312814350736886
10503,0,0
10504,0,0
10505,0,0
10506,0,0
10507,3,1.765826728340052
10508,5,3.151254931830801
10509,4,2.447144850830175
1051,3,3.621198815479624
10510,5,3.151254931830801
10511,1,0.5913239889495074
10512,0,0
10513,1,0.622310798760876
10514,0,0
10515,2,2.0549751420207323
10516,0,0
10517,0,0
10518,0,0
10519,0,0
1052,2,2.351429020016041
10520,0,0
10521,0,0
10522,0,0
10523,2,1.9081226895825938
10524,0,0
10525,1,0.8398734325192869
10526,2,1.524475520749949
10527,1,0.8398734325192869
10528,1,0.8398734325192869
10529,2,2.4614667284533382
1053,2,2.4993903563449855
10530,0,0
10531,5,6.939600310450886
10532,1,0.896411043179594
10533,0,0
10534,0,0
10535,0,0
10536,0,0
10537,0,0
10538,1,0.684602088230662
10539,0,0
1054,1,1.2296205608814024
10540,0,0
10541,1,8.51863293255791
10542,3,3.7246529266536235
10543,4,5.973221816437039
10544,4,6.2147823389195835
10545,4,6.530962599997874
10546,1,2.248568889783416
10547,2,3.1942733648852446
10548,0,0
10549,2,2.778948451551795
1055,2,2.4993903563449855
10550,2,1.3448261876039207
10551,1,1.3046786541622133
10552,2,2.0597356860939415
10553,2,1.3448261876039207
10554,0,0
10555,1,0.622310798760876
10556,1,0.622310798760876
10557,3,11.297581384109705
10558,2,2.0597356860939415
10559,6,13.491091548421979
1056,2,2.4993903563449855
10560,3,3.82467581788525
10561,4,99.66969250406972
10562,4,99.66969250406972
10563,4,102.9360834394623
10564,2,98.27447797377263
10565,3,96.5496837273506
10566,3,96.5496837273506
10567,3,96.5496837273506
10568,4,96.49682955910465
10569,5,98.74539844888807
1057,2,2.4993903563449855
10570,6,99.6911029239899
10571,7,100.44433702696604
10572,7,100.44433702696604
10573,7,9.53859313338222
10574,8,10.128362289054412
10575,9,18.37367918576421
10576,6,13.878782381217182
10577,6,13.878782381217182
10578,7,102.19646248094779
10579,3,96.5496837273506
1058,2,2.4993903563449855
10580,4,97.87990356241515
10581,1,92.75951814859663
10582,3,96.01523823302541
10583,0,0
10584,1,0.6832219655711204
10585,1,0.6832219655711204
10586,1,0.6832219655711204
10587,1,0.6832219655711204
10588,1,0.6832219655711204
10589,1,0.6832219655711204
1059,2,2.4993903563449855
10590,2,1.2390310719894244
10591,2,1.2390310719894244
10592,1,0.6832219655711204
10593,1,0.6832219655711204
10594,2,3.2557200844287872
10595,1,2.5724981188576668
10596,2,95.33201626745429
10597,3,96.01523823302541
10598,2,3.2557200844287872
10599,1,0.6832219655711204
106,7,18.806189139129074
1060,2,2.4993903563449855
10600,1,0.6832219655711204
10601,0,0
10602,1,0.6227275764677673
10603,0,0
10604,1,0.6227275764677673
10605,0,0
10606,2,13.201516092004534
10607,0,0
10608,1,0.6227275764677673
10609,1,0.6227275764677673
1061,2,2.4993903563449855
10610,1,0.6227275764677673
10611,0,0
10612,1,0.6227275764677673
10613,4,17.39312028035354
10614,4,17.39312028035354
10615,2,2.390547071180027
10616,1,0.5558091064183042
10617,1,0.5558091064183042
10618,0,0
10619,0,0
1062,3,4.62718198876211
10620,3,16.30594979083119
10621,4,17.39312028035354
10622,4,17.39312028035354
10623,4,17.39312028035354
10624,4,14.428989776397216
10625,3,13.341819286874868
10626,2,1.9081226895825938
10627,3,2.9952931791049426
10628,5,17.533423475223874
10629,0,0
1063,3,4.62718198876211
10630,1,0.5558091064183042
10631,1,0.5558091064183042
10632,1,0.5558091064183042
10633,1,0.5558091064183042
10634,1,0.5558091064183042
10635,3,5.959423683061265
10636,6,9.078849894958735
10637,5,8.133145419856906
10638,4,7.62574497077642
10639,2,3.902717953922227
1064,2,2.4993903563449855
10640,2,3.1283072252759707
10641,1,0.5558091064183042
10642,1,0.5558091064183042
10643,0,0
10644,2,3.8355793920224532
10645,3,5.053246851918753
10646,3,5.053246851918753
10647,5,8.114711551635246
10648,4,6.915477959960606
10649,4,6.530962599997874
1065,3,4.62718198876211
10650,3,6.984063468303066
10651,3,6.06571441358421
10652,3,6.06571441358421
10653,3,4.269194188907184
10654,4,6.774553745865076
10655,3,5.444333910800516
10656,2,4.735494578519649
10657,2,2.9389743538426236
10658,2,2.9389743538426236
10659,2,2.9389743538426236
1066,1,1.2296205608814024
10660,2,2.9389743538426236
10661,1,0.7088393322808668
10662,2,2.9389743538426236
10663,2,2.9389743538426236
10664,1,0.7088393322808668
10665,1,1.3302198350645602
10666,0,0
10667,0,0
10668,0,0
10669,1,0.7451225642055274
1067,1,1.2296205608814024
10670,0,0
10671,0,0
10672,1,0.7451225642055274
10673,1,0.7451225642055274
10674,0,0
10675,0,0
10676,0,0
10677,1,0.7451225642055274
10678,0,0
1068,1,1.2296205608814024
10680,1,0.622310798760876
10681,0,0
10682,0,0
10683,0,0
10684,3,1.671115955975838
10685,1,0.5512963473832235
10686,1,0.622310798760876
10687,4,3.1796168584434317
10688,4,3.1501676401095464
10689,2,1.871084186957218
1069,2,2.4993903563449855
10690,4,3.1796168584434317
10691,2,2.0549751420207323
10692,2,2.0549751420207323
10693,0,0
10694,0,0
10695,0,0
10696,0,0
10697,1,0.6493956224642694
10698,2,2.0597356860939415
10699,1,0.7550570319317281
107,4,12.107948021553756
1070,2,2.4993903563449855
10700,1,0.7550570319317281
10701,1,0.622310798760876
10702,1,0.622310798760876
10703,1,0.622310798760876
10704,1,0.622310798760876
10705,1,0.7550570319317281
10706,5,3.2231802124049516
10707,6,3.8006505542950704
10708,5,3.209326565345563
10709,0,0
1071,2,2.4993903563449855
10710,0,0
10711,0,0
10712,0,0
10713,3,2.6581843576271087
10714,3,1.6464888454720379
10715,0,0
10716,0,0
10717,2,1.2628819975782186
10718,1,0.5782799093475566
10719,1,0.7451225642055274
1072,1,1.2296205608814024
10720,1,0.7451225642055274
10721,2,1.2628819975782186
10722,2,1.2628819975782186
10723,1,0.684602088230662
10724,2,1.4181533418668435
10725,0,0
10726,1,0.8398734325192869
10727,1,0.8398734325192869
10728,1,0.684602088230662
10729,1,0.684602088230662
1073,1,1.2296205608814024
10730,1,0.684602088230662
10731,0,0
10732,1,1.6215932959340513
10733,4,6.196548893865943
10734,5,6.230281142488122
10735,6,8.520697565959393
10736,3,5.031750839188695
10737,2,3.912009719405323
10738,1,2.290416423471272
10739,4,4.608687846554071
1074,1,1.2296205608814024
10740,4,5.767182403854839
10741,1,2.290416423471272
10742,1,2.290416423471272
10743,1,2.290416423471272
10744,1,2.290416423471272
10745,0,0
10746,0,0
10747,1,101.52119399390007
10748,1,101.52119399390007
10749,1,101.52119399390007
1075,1,16.602008995797437
10750,2,102.41430480080253
10751,2,102.41430480080253
10752,1,101.52119399390007
10753,1,101.52119399390007
10754,1,101.52119399390007
10755,2,103.05943256284024
10756,1,101.52119399390007
10757,2,102.41430480080253
10758,2,102.41430480080253
10759,1,101.52119399390007
1076,1,16.602008995797437
10760,3,106.03078611147714
10761,2,104.49254754253697
10762,2,104.49254754253697
10763,2,104.49254754253697
10764,2,104.49254754253697
10765,2,105.72178316157247
10766,2,50.011005125425534
10767,3,67.83127896612818
10768,4,153.07043768826577
10769,3,51.549243694365714
1077,1,16.602008995797437
10770,2,103.05943256284024
10771,2,103.05943256284024
10772,5,156.04179123690267
10773,5,156.04179123690267
10774,5,156.04179123690267
10775,4,154.5035526679625
10776,4,70.86955211094563
10777,4,70.80263251476508
10778,2,20.8585469855201
10779,2,20.8585469855201
1078,1,16.602008995797437
10780,2,104.49254754253697
10781,2,104.49254754253697
10782,2,104.49254754253697
10783,2,104.49254754253697
10784,2,20.8585469855201
10785,2,7.1719427163093
10786,3,22.915629328368965
10787,2,19.944275779732074
10788,2,19.944275779732074
10789,3,21.822382779469283
1079,0,0
10790,4,23.92128829596441
10791,3,6.034094859081204
10792,1,17.887193436883205
10793,1,0.9730958573247306
10794,4,3.927245922722062
10795,1,0.9730958573247306
10796,2,19.765300436620414
10797,1,1.8781069997372106
10798,2,3.9351893425860793
10799,3,6.034094859081204
108,3,5.83076751843247
1080,0,0
10800,6,6.9378386344985925
10801,6,6.9378386344985925
10802,5,4.832024862689479
10803,6,5.712574539569969
10804,8,6.9811440322715965
10805,7,6.37604701342305
10806,3,2.6132662963183133
10807,4,3.8301318477701862
10808,1,1.8781069997372106
10809,2,1.9596645447664836
1081,1,1.2296205608814024
10810,3,2.840214221646974
10811,5,4.3956641759907535
10812,4,3.4506941056202804
10813,3,2.840214221646974
10814,2,1.9609658620699193
10815,3,3.184862536042236
10816,1,1.2999566162296454
10817,1,1.2999566162296454
10818,1,1.2999566162296454
10819,1,1.2999566162296454
1082,1,1.2296205608814024
10820,1,1.8781069997372106
10821,3,3.5293440536642446
10822,5,13.115155439371678
10823,5,14.94050550004962
10824,3,12.213860315919957
10825,2,1.9596645447664836
10826,3,3.238319096490083
10827,3,3.238319096490083
10828,3,3.238319096490083
10829,4,13.492514867643555
1083,1,16.602008995797437
10830,4,13.345904531877498
10831,2,11.391160699182764
10832,0,0
10833,2,1.6401968565405345
10834,4,13.181329818726812
10835,5,14.14860340141208
10836,4,12.497285737996844
10837,4,12.497285737996844
10838,3,11.763743201386198
10839,4,12.497285737996844
1084,1,16.602008995797437
10840,2,1.7901691195440477
10841,1,1.1340805857755243
10842,0,0
10843,0,0
10844,1,0.7484546532697975
10845,0,0
10846,2,5.030507780051522
10847,2,5.030507780051522
10848,1,2.0989055164951247
10849,1,2.0989055164951247
1085,1,16.602008995797437
10850,2,4.155987859343993
10851,1,2.0989055164951247
10852,2,3.544401501282432
10853,3,4.773857560718827
10854,3,2.796908222772786
10855,4,3.0026492919125127
10856,4,3.0026492919125127
10857,1,4.200589167672407
10858,1,4.200589167672407
10859,2,5.030507780051522
1086,1,16.602008995797437
10860,2,5.030507780051522
10861,1,4.200589167672407
10862,1,4.200589167672407
10863,3,8.356577027016401
10864,2,6.2994946841675326
10865,2,4.155987859343993
10866,2,4.155987859343993
10867,2,4.155987859343993
10868,3,108.69313671020937
10869,3,108.69313671020937
1087,1,16.602008995797437
10870,2,7.1719427163093
10871,2,7.1719427163093
10872,2,7.1719427163093
10873,1,4.200589167672407
10874,1,4.200589167672407
10875,1,4.200589167672407
10876,1,4.200589167672407
10877,1,4.200589167672407
10878,2,7.1719427163093
10879,3,9.229025059158168
1088,1,16.602008995797437
10880,2,6.257671510521276
10881,2,4.155987859343993
10882,1,0.8931108069024515
10883,1,0.8931108069024515
10884,1,0.8931108069024515
10885,2,5.093699974574859
10886,2,5.093699974574859
10887,2,5.093699974574859
10888,1,4.200589167672407
10889,1,4.200589167672407
1089,1,16.602008995797437
10890,1,4.200589167672407
10891,1,4.200589167672407
10892,1,4.200589167672407
10893,1,101.52119399390007
10894,1,101.52119399390007
10895,2,102.41430480080253
10896,2,102.41430480080253
10897,1,0.8931108069024515
10898,1,0.8931108069024515
10899,2,102.41430480080253
109,3,5.6113111161774345
1090,1,16.602008995797437
10900,2,102.41430480080253
10901,2,102.41430480080253
10902,1,0.8931108069024515
10903,3,105.69527357230365
10904,4,109.4663062166552
10905,2,104.437649924038
10906,2,104.437649924038
10907,1,0.8931108069024515
10908,1,0.8931108069024515
10909,1,0.8931108069024515
1091,2,17.83162955667884
10910,1,0.8931108069024515
10911,1,0.8931108069024515
10912,1,0.8931108069024515
10913,1,0.8931108069024515
10914,1,0.8931108069024515
10915,2,5.093699974574859
10916,2,5.093699974574859
10917,2,5.093699974574859
10918,2,5.093699974574859
10919,1,4.200589167672407
1092,2,17.83162955667884
10920,1,4.200589167672407
10921,1,4.200589167672407
10922,1,4.200589167672407
10923,1,4.200589167672407
10924,2,1.5684362604488735
10925,5,105.48482486856656
10926,3,103.52130794035655
10927,5,107.59738664976854
10928,6,111.36841929412007
10929,3,3.159736725730542
1093,2,17.83162955667884
10930,7,5.725364841485838
10931,7,5.694273022626317
10932,6,5.211887116741273
10933,7,112.03801761449692
10934,7,112.03801761449692
10935,7,111.34294192423408
10936,5,3.8529842468529707
10937,6,4.560323367329384
10938,6,4.415532204855782
10939,8,12.38045488416794
1094,2,17.83162955667884
10940,5,7.562075009300841
10941,4,109.4663062166552
10942,3,108.20868256838953
10943,2,6.687488574489465
10944,3,108.20868256838953
10945,1,0.8931108069024515
10946,0,0
10947,0,0
10948,0,0
10949,1,0.8931108069024515
1095,2,17.83162955667884
10950,1,0.8931108069024515
10951,2,1.8364880632507616
10952,2,5.030507780051522
10953,2,5.030507780051522
10954,2,5.030507780051522
10955,1,3.771032644351537
10956,1,1.9775782178098336
10957,0,0
10958,2,2.98414766868148
10959,1,1.0065694508716465
1096,1,1.2296205608814024
10960,1,1.0065694508716465
10961,2,1.8364880632507616
10962,3,3.222020158174727
10963,2,1.8364880632507616
10964,3,3.222020158174727
10965,4,9.04058006415825
10966,2,5.561576176017511
10967,3,7.539154393827345
10968,4,7.3360804671875215
10969,2,3.0998582506380044
1097,1,1.2296205608814024
10970,1,1.9775782178098336
10971,2,2.98414766868148
10972,4,5.486611655420438
10973,3,3.509033437610604
10974,4,4.338952049989719
10975,6,9.109592800702556
10976,6,8.59163307262881
10977,4,5.020865513783414
10978,5,6.302073339570552
10979,3,3.3995692795629613
1098,2,17.83162955667884
10980,4,5.377147497372794
10981,4,4.265450893641729
10982,3,3.5105006240099668
10983,4,5.874879936847464
10984,5,6.991811828662455
10985,4,5.1740388096422425
10986,3,3.668520980252605
10987,4,6.032900293090101
10988,2,3.530436306351144
10989,1,1.4454959847873077
1099,1,1.2296205608814024
10990,0,0
10991,0,0
10992,0,0
10993,1,0.8299186123791151
10994,1,0.8299186123791151
10995,2,1.8364880632507616
10996,1,0.8299186123791151
10997,4,6.032900293090101
10998,4,6.032900293090101
10999,1,5.693637116964162
11,2,2.2879501903469968
110,7,14.387035032662798
1100,1,1.2296205608814024
11000,1,5.693637116964162
11001,5,11.487430572850467
11002,2,2.4240930105973035
11003,1,1.4454959847873077
11004,3,2.796908222772786
11005,2,2.4240930105973035
11006,4,3.883261828520009
11007,5,4.5024497302052104
11008,5,8.320266080508986
11009,4,6.874770095721679
1101,2,2.4993903563449855
11010,2,8.058016429801658
11011,3,9.063337562253164
11012,4,10.04193458806316
11013,7,14.157176635398832
11014,4,6.874770095721679
11015,7,12.900543770423647
11016,4,6.874770095721679
11017,2,5.185458905258775
11018,4,6.644627723181481
11019,4,8.55224629932465
1102,2,2.4993903563449855
11020,5,9.171434201009852
11021,4,11.719410791666132
11022,3,10.808528973405458
11023,4,11.719410791666132
11024,4,8.55224629932465
11025,3,5.896173069911683
11026,2,5.185458905258775
11029,1,2.3643793128374964
1103,1,1.2296205608814024
11030,3,11.10022288998093
11031,1,2.6560732294129674
11032,2,2.437208364187833
11033,3,4.718275800177385
11034,4,5.470659516116162
11035,3,4.718275800177385
11036,2,3.033451151928329
11037,3,7.0287634731377535
11038,0,0
11039,0,0
1104,2,2.4993903563449855
11040,1,3.9953123212094246
11041,2,4.747696037148201
11042,1,3.9953123212094246
11043,1,3.9953123212094246
11044,4,18.99744994442123
11045,4,19.007119917398924
11046,5,19.936686350013314
11047,2,17.67472788346801
11048,2,17.67472788346801
11049,2,1.3307113801707644
1105,2,2.4993903563449855
11050,5,8.104243889355475
11051,0,0
11052,1,1.6083173849632963
11053,2,2.894908036022214
11054,1,1.2865906510589178
11055,3,4.106864369189413
11056,4,5.411370548720262
11057,5,7.191594575899682
11058,6,8.418605233951642
11059,4,5.416105369118467
1106,2,2.4993903563449855
11060,4,5.416105369118467
11061,0,0
11062,1,101.52119399390007
11063,1,0.8935182107378729
11064,2,2.325761447144812
11065,2,1.5090684402932995
11066,2,1.5090684402932995
